longitude,latitude,gap
-103.92890,31.13960,87.31
-103.92890,31.14960,86.54
-103.92890,31.15960,85.78
-103.92890,31.16960,85.03
-103.92890,31.17960,84.30
-103.92890,31.18960,83.56
-103.92890,31.19960,82.84
-103.92890,31.20960,82.13
-103.92890,31.21960,81.43
-103.92890,31.22960,73.05
-103.92890,31.23960,67.12
-103.92890,31.24960,67.19
-103.92890,31.25960,67.19
-103.92890,31.26960,66.99
-103.92890,31.27960,66.77
-103.92890,31.28960,66.53
-103.92890,31.29960,66.28
-103.92890,31.30960,66.00
-103.92890,31.31960,65.71
-103.92890,31.32960,65.39
-103.92890,31.33960,65.06
-103.92890,31.34960,64.71
-103.92890,31.35960,64.33
-103.92890,31.36960,63.94
-103.92890,31.37960,63.53
-103.92890,31.38960,63.10
-103.92890,31.39960,62.64
-103.92890,31.40960,62.17
-103.92890,31.41960,61.68
-103.92890,31.42960,61.17
-103.92890,31.43960,60.63
-103.92890,31.44960,60.08
-103.92890,31.45960,59.51
-103.92890,31.46960,58.92
-103.92890,31.47960,58.32
-103.92890,31.48960,57.69
-103.92890,31.49960,56.12
-103.92890,31.50960,51.56
-103.92890,31.51960,46.79
-103.92890,31.52960,46.52
-103.92890,31.53960,46.28
-103.92890,31.54960,39.66
-103.92890,31.55960,28.15
-103.92890,31.56960,24.37
-103.92890,31.57960,28.66
-103.92890,31.58960,31.54
-103.92890,31.59960,33.57
-103.92890,31.60960,35.03
-103.92890,31.61960,36.11
-103.92890,31.62960,36.91
-103.92890,31.63960,36.15
-103.92890,31.64960,20.88
-103.92890,31.65960,21.16
-103.92890,31.66960,21.23
-103.92890,31.67960,19.38
-103.92890,31.68960,16.87
-103.92890,31.69960,17.95
-103.92890,31.70960,18.28
-103.91890,30.79960,119.25
-103.91890,30.80960,118.06
-103.91890,30.81960,116.89
-103.91890,30.82960,115.73
-103.91890,30.83960,114.60
-103.91890,30.84960,113.48
-103.91890,30.85960,112.38
-103.91890,30.86960,111.29
-103.91890,30.87960,110.22
-103.91890,30.88960,109.17
-103.91890,30.89960,108.13
-103.91890,30.90960,107.11
-103.91890,30.91960,106.10
-103.91890,30.92960,105.11
-103.91890,30.93960,104.13
-103.91890,30.94960,103.16
-103.91890,30.95960,102.20
-103.91890,30.96960,101.26
-103.91890,30.97960,100.33
-103.91890,30.98960,99.41
-103.91890,30.99960,98.50
-103.91890,31.00960,97.60
