pick_id,arrival_time,probability,phasehint,network,station,location,instrument_type,author,creation_time,event_start_time,event_end_time,detection_probability,snr,station_lat,station_lon,station_elv,file_name
20231207.040551.76-P-TX.PB26.00.HH,2023-12-07 04:05:51.763000,0.61,P,TX,PB26,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:51.243000,2023-12-07 04:05:54.703000,0.57,19.3,31.57819,-104.12579,1065.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB26/TX.PB26.00.HHE__20231207T040300Z__20231207T040800Z.mseed
20231207.040552.13-P-TX.PB33.00.HH,2023-12-07 04:05:52.130000,0.27,P,TX,PB33,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:51.450000,2023-12-07 04:05:55.990000,0.24,32.8,31.534929,-104.054045,1006.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB33/TX.PB33.00.HHZ__20231207T040300Z__20231207T040800Z.mseed
20231207.040552.13-P-4O.WB05.00.HH,2023-12-07 04:05:52.132500,0.06,P,4O,WB05,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:48.002500,2023-12-07 04:06:04.852500,0.31,0.5,31.7537807,-103.8329479,854.81,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/WB05/4O.WB05.00.HHE__20231207T040300Z__20231207T040759Z.mseed
20231207.040552.46-S-TX.PB25.00.HH,2023-12-07 04:05:52.467000,0.02,S,TX,PB25,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:50.737000,2023-12-07 04:05:53.207000,0.02,7.3,31.58308,-104.07019,1037.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB25/TX.PB25.00.HHZ__20231207T040259Z__20231207T040759Z.mseed
20231207.040552.72-S-TX.PB39.00.HH,2023-12-07 04:05:52.720000,0.48,S,TX,PB39,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:50.230000,2023-12-07 04:05:53.630000,0.25,6.1,31.721691,-104.060349,950.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB39/TX.PB39.00.HHZ__20231207T040300Z__20231207T040800Z.mseed
20231207.040552.88-P-4O.WB04.00.HH,2023-12-07 04:05:52.889500,0.12,P,4O,WB04,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:51.939500,2023-12-07 04:05:56.699500,0.13,16.8,31.530513,-103.950319,961.89,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/WB04/4O.WB04.00.HHN__20231207T040259Z__20231207T040759Z.mseed
20231207.040553.07-S-4O.WB03.00.HH,2023-12-07 04:05:53.078500,0.14,S,4O,WB03,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:50.628500,2023-12-07 04:05:54.008500,0.06,9.1,31.6107215,-103.9688386,994.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/WB03/4O.WB03.00.HHZ__20231207T040259Z__20231207T040759Z.mseed
20231207.040553.48-S-TX.PB26.00.HH,2023-12-07 04:05:53.483000,0.53,S,TX,PB26,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:51.243000,2023-12-07 04:05:54.703000,0.57,11.4,31.57819,-104.12579,1065.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB26/TX.PB26.00.HHE__20231207T040300Z__20231207T040800Z.mseed
20231207.040553.80-S-TX.PB31.00.HH,2023-12-07 04:05:53.800000,0.02,S,TX,PB31,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:50.390000,2023-12-07 04:05:55.910000,0.06,7.9,31.73226,-104.030536,907.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB31/TX.PB31.00.HH1__20231207T040300Z__20231207T040800Z.mseed
20231207.040553.99-P-TX.PB13.01.HH,2023-12-07 04:05:53.990000,0.25,P,TX,PB13,01,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:51.920000,2023-12-07 04:05:59.340000,0.57,1.0,31.5542,-103.8458,956.1,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB13/TX.PB13.01.HHN__20231207T040300Z__20231207T040800Z.mseed
